chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zcr,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,spec_contrast_0,spec_contrast_1,spec_contrast_2,spec_contrast_3,spec_contrast_4,spec_contrast_5,spec_contrast_6,tonnetz_0,tonnetz_1,tonnetz_2,tonnetz_3,tonnetz_4,tonnetz_5,label
0.30602312,0.09519252,1073.4406588810675,1454.015758225811,2183.793643390192,0.05123777735207889,-198.78955,125.69331,4.3187375,17.378717,1.6910757,3.9598665,-1.1249034,4.8750854,-2.895865,0.24929301,-2.8723195,-4.183209,-4.941385,-0.63478607,-5.822629,-0.3462772,-6.7061725,-3.3569033,-3.978952,-5.5008755,32.72270965993561,16.742217932675892,18.8316652407061,20.228344830730904,19.271991135116572,17.948030992905192,53.00098883539508,0.003038378961198319,-0.12610339817147248,-0.10059250385435013,-0.08179352830436235,0.03768544182912727,0.005584997250073047,blues
0.31398547,0.094244786,960.0168182571623,1357.6185016294503,1967.2008262260129,0.043146259494936036,-219.87619,124.19932,7.730367,18.121414,3.2329247,5.2870817,-1.2469225,5.971756,0.13631389,1.7275487,-0.71152467,0.6302848,-6.0936313,0.3415599,-5.6905828,-1.2734058,-2.3738523,-2.0754514,-5.553361,0.5733117,31.519598176540644,16.379036083832425,18.578946358614377,20.28674495497148,19.09570921822687,17.588369059731136,50.50352255939771,0.11091762822310582,-0.06055975552857114,0.1058796874782648,0.10423273084236391,0.0006421113813417992,-0.0356465122365365,blues
0.25840527,0.09255953,1795.5767734015521,1633.320954791316,3531.49986673774,0.1355402118869936,-125.02771,92.47132,-20.06569,2.6016736,-19.386986,-0.026469477,-19.205872,-0.00033380635,-9.840475,-4.6830864,-11.242523,-1.3825873,-14.2951565,-3.1248372,-9.40675,-0.27289113,-5.754508,-8.796863,-11.400788,2.7677479,18.43337373499906,17.03764083613755,20.215542899403513,21.491934699380696,20.775996190480953,19.80907078916647,55.942515101387485,-0.06388494849521319,0.13172834987292523,-0.25923739435739046,-0.08940073070046924,0.01781096358432185,-0.056878316036955624,blues
0.24932766,0.06357733,1976.1539103641617,1741.1922950116355,3908.290578358209,0.1649359924706823,-149.02145,79.136826,-23.15059,-3.862633,-17.076199,-4.07083,-16.872585,-0.08952325,-11.794804,-6.824435,-9.413314,-6.561436,-11.564327,-1.5410995,-9.374605,-2.5823624,-14.408659,-2.7514472,2.2799263,1.7252703,18.81219023672701,17.18267735060318,20.75466465398122,21.351402715391735,20.870032195721354,20.228729835931343,56.47379668525078,0.06799162769407156,0.20637068345763693,0.22354496743228155,0.16886719056307795,0.0627562019073659,0.03150912708883851,blues
0.25604948,0.058763325,1753.8304005551668,1581.8374139561104,3474.263726012793,0.1445692505663646,-172.6373,84.58118,-20.95794,2.3485088,-18.493696,0.9548837,-18.723623,-0.41598323,-9.390854,-3.3549075,-10.2863245,-0.7618047,-13.361258,-2.3929653,-9.135315,-0.5948588,-5.3835187,-8.312081,-10.758152,2.8005178,18.880808899793866,16.86084060002128,19.94722068502105,21.159303464437063,21.039883368222263,20.141975015513697,53.814621266795136,-0.11439523417390902,0.14424494118348874,-0.20359376092344114,-0.14658425458228422,-0.0018231034881948693,-0.05617090315718853,blues
0.25589928,0.10436373,1796.8777771262314,1639.8887250417658,3455.615338486141,0.12386102412046908,-147.23395,88.0356,-1.9049405,11.439539,-10.867224,-0.841885,-14.383548,2.29353,-8.696362,-5.4670653,-7.726933,-7.0367365,-12.135959,-0.93916136,-7.0604115,1.1291027,-5.2510867,-5.031884,-7.272564,0.48925084,19.492379133351555,21.247095776993216,22.693765463099894,22.499331346074527,20.945456927807005,19.4412865238082,55.66319580029764,0.1594182026843621,0.09904570453503188,0.035163551198640064,-0.216380255583273,-0.006675779665039584,-0.05530402088375959,blues
0.25390536,0.06836578,1966.7404727609105,1747.5884503409682,3815.2235474413646,0.15019749883395522,-173.70287,78.59458,-4.8459253,5.5927787,-11.648067,-3.7490225,-11.348179,1.6853322,-12.887389,-4.9268036,-9.934523,-9.04236,-5.4797406,-0.69109976,-5.872114,-2.2628052,-10.24283,-2.519881,-4.297057,-3.6129324,19.45882248985089,21.43402752220066,23.158349554037716,23.175883417618817,21.38735551994918,20.251609974198225,55.08155064324856,0.1721337403439202,-0.08800693535155635,-0.04158785731679694,0.20656295613234765,0.0517403980800236,0.013137614554246575,blues
0.24354503,0.06717687,1756.8436738703174,1605.787199474398,3408.4238406183367,0.13121439398987206,-193.88135,81.59027,-2.283361,11.2154255,-10.47185,0.1142828,-14.1686735,2.0388288,-8.611033,-4.6827464,-7.381147,-6.1437035,-12.479816,-1.187237,-7.3593855,1.7106938,-5.4067197,-5.038571,-7.824899,0.03430989,19.437346952139468,21.057578336401296,22.152973710987265,22.0822723710374,20.718083339816403,19.68322826612175,53.498011972329316,0.14773606659230193,0.10128616228122415,0.02697588419735304,-0.20258944236568216,-0.00864504026189616,-0.05027587411160417,blues
0.24258548,0.14361706,1458.7079369809333,1330.7482165941435,2798.1909648187634,0.09823458738672708,-158.79654,101.34623,-29.262815,36.403236,3.530118,-13.635991,-12.284477,0.25389504,-10.518896,-5.3986707,-6.192111,-5.807108,-11.351488,-5.1595716,-13.675138,-7.693562,-5.69617,-4.4617515,-9.534758,-6.0255632,26.18592914660554,22.335499917043574,23.320723350434534,22.085302657084718,21.66234172978736,20.180207028798947,50.83954080119054,-0.039875674705998676,0.13762726274424317,-0.17925575293545012,0.12526853226556056,-0.05922578370104826,-0.0028122272135179954,blues
0.24727643,0.097326815,1631.8173032566704,1441.7077719876186,3121.8183635394457,0.12418272754530917,-180.77069,90.15607,-30.83977,38.292015,-9.943373,-16.263094,-8.31104,-2.083971,-12.512317,-4.4521976,-8.571217,-10.064662,-10.917898,-9.401616,-12.147022,-2.316084,-9.049517,-7.877458,-7.659013,-1.6151204,25.461890454028598,22.422295958447766,23.329899944145488,22.658640501508955,21.60550281541413,21.919112965791005,53.915223518800836,0.09396288587511607,0.09234681509086465,0.1637297116377863,-0.13121321499308003,0.0342856563054941,-0.04952644197598402,blues
0.2315613,0.09440397,1427.5196984540216,1287.278455764415,2723.32256130064,0.10810432352745203,-201.75636,98.285515,-33.403576,36.33861,1.3221235,-12.665997,-13.059238,-0.14002815,-10.667267,-4.8271213,-6.0430393,-5.2779794,-11.360802,-4.6797895,-13.506457,-6.7354684,-5.5680065,-3.9709053,-9.280828,-5.239109,25.69584437638376,21.570408469730413,23.064299716332506,21.79051367524246,21.6192932185941,20.45925317691708,49.30848713266571,-0.03280344065885765,0.13706794435048583,-0.1792139733599421,0.11809750719279799,-0.05945364210721106,0.0003153753034007492,blues
0.24727832,0.13317758,1428.2769309858372,1502.8119784940113,2908.665378464819,0.0824185434434968,-145.50914,105.97056,-13.224741,33.70033,6.939555,-6.929093,-7.159842,0.24855572,-12.42638,-3.2735448,-11.992973,-0.5372676,-12.778583,-6.525124,-12.020644,-10.417053,-9.072969,-5.455022,-14.44853,-8.825306,21.886534589535962,21.41756753514335,21.67988368224041,20.530956408279664,20.65098111394865,19.602559201401863,52.95916459805101,-0.10030199095968657,0.11481306504718372,-0.15618070612536478,-0.12807100881705322,0.036541321429001516,-0.03952565268704723,blues
0.24873811,0.09097228,1538.0853859051786,1578.253182251662,3123.417510660981,0.10383941064765459,-169.05753,96.47027,-12.13539,32.427547,-2.745151,-10.879844,-5.2979217,-6.175656,-11.71011,-5.726238,-9.505293,-5.5259824,-16.41319,-6.6722574,-16.312664,-6.6963453,-10.472096,-9.508064,-8.232741,3.1528473,22.376924143616627,20.420302138793563,21.593624524062996,20.807921451034,20.75126525674189,21.438226718246337,55.254300391263605,0.06407425098769068,0.09079446514184321,0.18315302217647267,0.09768025220822524,-0.0030163027241836985,0.045405322313631445,blues
0.2474403,0.087032974,1384.2435743463154,1446.177755848889,2807.8441497867802,0.09238354127798508,-191.23471,98.69711,-14.494786,30.438595,4.63649,-6.9472265,-7.7957363,-0.59622395,-12.333757,-3.324129,-12.004371,-0.9547166,-13.471636,-6.270333,-11.211977,-9.873676,-9.0666685,-4.942453,-13.26013,-7.858211,21.3589887949999,21.016703461847108,21.096644518869113,20.35305215277621,20.548682851325484,19.81355514410309,51.21167482393903,-0.042744297347709084,0.08604686534017059,-0.165729832215938,-0.07359105095849204,0.04103764018178163,-0.014928043169998895,blues
0.35140082,0.1431375,1589.0345315848003,1810.2215631078468,3492.795509061834,0.08246331123400853,-88.726585,93.18284,5.6118736,27.73141,2.7880511,-0.40712076,1.5153868,6.7013907,3.6173227,8.108468,-6.7626743,-2.8781676,-3.7848907,0.14187957,-9.239626,0.43996993,1.337334,1.1626768,-8.532186,2.2308836,32.287305791942586,16.24949876455494,18.159985610108485,18.052561416293454,19.805122325924387,17.809052486141436,54.51857306548873,0.12242499824377828,-0.020880543054227475,0.03826968100414356,0.10853098735594505,-0.017483389155508722,-0.026719431952585294,blues
0.336675,0.09667357,1657.8068536563,1828.713257679066,3646.7883795309167,0.0958738672707889,-117.723366,90.147285,3.6387417,24.571901,-4.130653,0.97358596,4.4362435,6.7819047,2.5617335,0.10537378,-11.170249,-0.6698137,-4.320368,-3.1975536,-4.3813424,5.5477448,-6.2126865,-8.8642845,-7.274499,-7.8391867,32.284535463165575,16.469071629137993,18.338005521554592,20.92864042578153,20.200966569344406,19.11959647405826,54.8747002154931,0.03427843531850676,-0.10385485763992887,-0.03364212737321452,-0.10031636260739842,0.0305560636714766,-0.002971902630154794,blues
0.3562781,0.09112271,1542.636759686079,1738.274773605562,3370.0276519189765,0.08951163546108742,-141.32045,88.63539,4.2187643,24.555273,2.1369538,-0.83349544,1.3448213,6.325378,2.9271007,7.829223,-6.3495126,-2.7362719,-3.4304745,0.18402283,-8.862675,0.33047664,1.6883844,1.0713917,-8.386318,2.3697586,30.270616661011655,16.590860395346155,18.358956233619118,18.316609144989528,20.175583041157175,18.088374851782113,51.750671239673416,0.09104166181642499,-0.00379703234264151,0.026735801257685043,0.0979682856863896,-0.01704298894661039,-0.01907264710819004,blues
0.22708629,0.08197982,1731.5267828041265,1805.5653213605522,3745.1442563965884,0.1036863672707889,-184.14313,88.53323,6.632896,20.072897,-11.720795,6.7517877,-2.6909726,-2.5706544,-6.0926013,1.5300871,-1.8923328,3.8228455,-8.593019,3.8130918,-5.122032,-0.047044147,-1.0372015,1.0949091,-3.3676877,6.975395,16.36678565563048,19.21031528373457,23.075332282023282,21.2470764479668,18.75079926832831,19.04970666328375,55.48570385470671,0.12057707820604156,0.1349604061839427,0.047320410002594494,-0.03747149491891199,-0.003392839561403706,-0.07304673407711813,blues
0.22472098,0.05626368,1820.6635931570247,1848.4122713154816,3892.9071162046907,0.11947273953891258,-213.96634,83.52225,6.0626216,12.832223,-12.4261875,7.188969,-6.322529,-4.370155,-2.4949808,1.602314,-0.33294034,-3.103052,-4.5286455,2.2205043,-5.328905,4.422819,-1.8203354,0.7845145,3.451782,1.5611049,17.149098701136143,19.31217615558035,23.658572536226025,22.43891697541535,19.518761754466937,20.302120448227814,54.45497040347122,0.16767829803644532,-0.013396287331299533,-0.04081675344442722,0.03509346622455333,0.06471676943850173,0.02581415049469129,blues
0.22184709,0.054055642,1660.6033188722927,1719.0565277550943,3575.5680303837953,0.1049065498400853,-234.06575,84.10656,4.9022365,18.155245,-13.252355,5.3272176,-3.2558339,-3.48454,-6.1684704,1.6291665,-2.1316707,3.843751,-8.175677,3.5404944,-5.115831,-0.3297542,-1.0724854,1.2225811,-3.275255,6.885333,16.428694458743664,19.033260356281296,22.807190118099665,21.303423912796454,19.033932463584676,19.509407942231594,53.33430981269088,0.1100982178622487,0.14030525088286974,0.036904820690312416,-0.03678042537469248,-0.0027249978264172713,-0.06010546220708747,blues
0.24745522,0.14417659,1410.1455247135566,1452.005885414489,2809.6515191897656,0.08541173873933902,-137.78062,108.34841,-13.000313,17.005907,-13.574522,-0.028827464,-6.8232403,6.422228,-7.345301,2.527291,-2.1665604,-0.96718097,-3.7607195,0.30472097,-4.153565,0.698316,-2.881576,-1.4569247,-5.2612023,2.8769703,17.854153360619343,17.207718486446282,22.29161297302557,22.43807284796331,18.559452420114795,17.64073458297186,54.38013077420261,-0.005631070951163624,0.0897841627030842,0.030137181863374902,0.05654676354923061,-0.014358766003262337,-0.005604318351294179,blues
0.23970696,0.10250956,1576.9462545794834,1582.9130607149652,3201.6757729211085,0.1058013850946162,-152.66614,95.64238,-13.5152235,12.440496,-13.885486,1.9015379,-3.0588963,3.4445696,-8.166478,4.1942463,-5.9828634,-1.0296897,-3.306226,-0.92087424,-3.742539,0.5235032,-3.9045844,-0.95665383,-0.2307229,2.020101,18.729293592096447,16.82790400392891,22.843432217056385,23.609968965589218,19.412245342637515,18.70853970617033,54.7545447806763,0.08596684732700818,0.11943336027148127,-0.037814842029683604,-0.050030842243728224,-0.001075359008082631,-0.019472840507187027,blues
0.23992564,0.09167048,1394.362038141139,1436.556052420711,2829.3243603411515,0.09342152935101279,-174.3708,100.243835,-13.23991,17.817995,-13.455648,1.6005484,-6.1930966,6.952339,-7.2106147,2.6393878,-2.215078,-0.09240355,-3.1010988,0.7868992,-3.9561245,1.1796128,-1.5247816,-0.042281616,-5.2739353,2.7264175,18.51671198113501,16.589547409456113,21.77952871804464,21.934649086371866,19.054629895316026,18.698737892859192,52.30629254266446,-0.08401074468104562,0.1755091878648608,-0.03148260669731171,0.05917148850312062,-0.02314764762243035,0.01198264054603071,blues
0.28435996,0.06653501,1295.426617852238,1622.7755279998362,2802.9800772921108,0.056789503931236676,-261.99756,104.372635,13.404336,23.521915,3.9768555,5.959667,-1.8670899,6.736958,1.0219553,-1.467911,-8.207668,-4.9146066,-9.748436,-1.1322281,-6.6352997,-2.29872,-0.818853,-1.4196266,-9.035216,-2.1447697,29.880555461943732,18.405312492331237,18.915764944290636,19.005023616238365,17.66541133019578,16.100499602819173,52.290693974085016,0.17513360531938862,-0.13154380804517002,0.12825557556418266,0.22135678452473329,0.07244920123618956,-0.055061734503265056,blues
0.2653935,0.045939993,1389.9277775605594,1710.125264254824,3065.6649786780386,0.0652823702358742,-287.43134,96.80997,14.692876,18.298302,2.933782,4.4285965,0.37389615,6.10763,-4.0720387,-7.311991,-9.032603,-6.0101385,-5.240201,-1.1454083,-6.334213,0.853935,-6.4585805,-8.023435,-5.885516,-3.5703223,30.240969436764043,18.299508045002842,19.80754649276692,20.0137740085862,18.603085796293048,17.393097588882686,53.6213371037916,-0.023945178854554782,-0.22294587208520694,-0.1142938459658928,-0.2215090066066458,0.013361376567871168,0.08560698587290533,blues
0.2695126,0.041179247,1291.0316871298933,1615.8816355456793,2861.7987073560766,0.05937614522254797,-305.39984,96.077576,13.654361,21.7424,3.278401,6.505203,-1.8799188,7.171731,0.77777857,-1.1290776,-8.274123,-4.264286,-9.614866,-0.7332225,-6.704002,-1.6893101,-1.0691754,-0.7797198,-8.72666,-1.6955122,28.9846108356398,18.247347178408095,18.669338415367285,19.120802409370775,17.912672325212522,16.817202249803994,50.62999514900535,0.15045004445766466,-0.1068553772974794,0.11126163947397884,0.1870038309807216,0.056543255785039236,-0.04700579224428629,blues
0.22030494,0.12075685,1331.588218850518,1444.7012105880865,2731.3432835820895,0.09307796258662047,-174.8111,105.11766,2.8644753,53.166576,-4.540135,14.543725,-4.722539,-12.376651,-0.9894481,5.4735684,-5.971953,6.2784123,-2.2832198,-4.48652,-14.397253,-3.9314,-2.887212,-3.5798306,3.4461272,8.642228,19.887471100849687,20.39646550443383,22.207460754258268,21.205229392199893,21.704083723409425,22.96909079334242,52.21665685627033,0.03966046484450659,-0.16588379268727776,0.11706087229821022,-0.08076253938856065,-0.08774946654743383,-0.022387537035668252,blues
0.21803801,0.083627515,1490.496152519678,1541.4915959448836,3093.5417777185503,0.1104567147521322,-197.28215,95.7468,7.021755,48.546906,-10.16068,13.048568,-16.17071,-6.9264183,5.629663,0.75499904,-2.7600098,2.4281316,-12.156814,-10.102497,-8.163587,5.1227217,-2.725254,10.42452,6.548339,2.4173481,19.745736155954173,20.63530289374136,21.990472453898516,22.54342617406121,22.85568076206315,24.218005540543906,55.112067371047985,-0.12049879458944117,-0.10519329594991517,-0.13534393514206725,0.08201849887639981,0.07003786135586994,-0.05492404313670636,blues
0.21842317,0.07621978,1304.288132914543,1387.4681180002442,2696.811700426439,0.09482650919509594,-219.38869,98.52974,-0.4017373,51.29175,-5.8299193,13.343257,-5.0758104,-12.342986,-1.2221911,4.5251093,-5.380405,5.8805227,-1.8872255,-4.1570344,-13.894443,-4.3161387,-3.0770297,-3.5868287,3.4390461,7.818948,19.477057124625425,20.355945192496897,22.418088802076916,21.500513264568774,21.76350977413333,23.39906916932865,50.47786692456259,0.032604410357289094,-0.14173652757748967,0.09866759528828889,-0.0648419524529091,-0.07858396849226833,-0.023681109466566264,blues
0.21415913,0.114813775,1198.244801184925,1557.4083578598174,2447.028251599147,0.06807671325293177,-184.00667,108.43228,20.558884,39.299927,7.093883,9.417912,1.9505076,-12.520512,-1.2616953,4.8237667,-10.516791,5.416706,3.5133257,2.5694268,-4.8237605,-0.013447125,-3.6731107,-4.580201,-1.8913856,8.498758,20.116173564653963,19.866472468496504,22.784572719706343,20.036430068790132,19.841887732020428,19.521151970759558,52.24096748567562,-0.11213794258920542,0.016320019631063717,0.0035726023432824496,-0.16056909029389957,-0.005590859860261577,-0.06507336019999028,blues
0.21301551,0.08179503,1254.7707261120913,1533.229848660642,2529.201092750533,0.08272046575159915,-211.19815,107.790115,18.183352,38.052254,-0.57154286,9.3625965,-7.880933,-10.5707245,6.4518213,-2.5748777,-3.9219222,11.076221,-3.367084,-2.798634,-6.2390523,1.0484089,-4.8093796,4.933135,5.507288,-0.6718983,20.270677644415738,19.61490715582305,22.828942863604574,21.508413594054936,21.32293070995309,21.41944346185039,53.70862467174032,-0.09465839569378673,0.006289570925256516,-0.13441084196834777,0.16314094155125275,0.08565429279575927,-0.002608844124253258,blues
0.21114236,0.07535526,1142.4045482954493,1457.5879802451238,2295.3091684434967,0.07095538629397655,-228.98575,104.47486,16.591858,37.525707,5.340707,7.6327305,1.6392975,-13.519213,-1.2621088,3.9480684,-11.231248,4.81169,2.849069,1.7377713,-4.8273315,-1.0028437,-3.1797688,-3.9626718,-1.7480154,8.113727,20.057092206828994,19.924511957435175,23.040401234478946,20.510836502671232,20.4130695095072,20.29713711904379,50.22541132424554,-0.008676901423111096,-0.089788480400319,0.07396645188060509,-0.1097081704629909,-0.05256779227748817,-0.03332699031296272,blues
0.27536452,0.06784494,1082.6215732474657,1478.5266829977786,2132.1711753731342,0.06001799040511727,-283.67758,101.11323,18.537405,44.44646,13.541436,12.888614,0.06668488,-5.160692,9.036851,14.308798,-1.1197824,10.299003,6.1749244,1.6856068,-0.04554739,-1.5436169,-3.2774992,-0.27136028,2.7493439,7.0795712,20.425108995602507,21.014060947976777,24.89912935147407,20.5881129117345,20.58226884996121,19.56717886137236,52.36389870137673,0.03394670119384705,0.00839395468598803,0.025433436169155683,-0.0736590363144847,-0.0487120071356097,-0.03567236356649686,blues
0.28022316,0.047484122,1149.6998421007634,1480.9004646003123,2219.441297974414,0.07364457705890191,-309.4692,99.226,18.679832,43.983334,7.239786,9.92507,-6.161078,2.3389654,16.720562,6.703881,1.7085658,12.4010725,-3.1659417,0.13943993,-3.7803109,0.2938791,1.6395291,6.8833456,4.897053,2.016526,21.091523932842648,21.125453185898625,25.157189944184395,21.62049366618169,21.953970444804177,20.883551477120296,54.425701636231864,-0.027045809741023896,-0.019799680383882502,-0.11573200386915168,0.11510063914893867,0.07748201912078982,-0.0031346648638354395,blues
0.2608996,0.043658547,1050.121516755446,1397.6042278111438,2043.8016391257995,0.06518658798640725,-323.93164,96.86195,13.798872,42.17819,12.033124,11.453949,-1.2582289,-5.966853,8.2341,13.199477,-1.453755,10.058373,6.0215487,1.9405885,0.43803585,-1.634214,-2.8479748,-0.35249156,2.5731993,7.215868,20.403577093783916,20.71864841870352,24.645937530987176,20.88044898676328,20.87787471676728,20.253463170333127,50.36551415498692,0.0006703758094190437,0.03016313542501089,-0.0036534371269896786,-0.07869312138336917,-0.025320127652913686,-0.03211589758772451,blues
0.2237737,0.08175355,1329.8630271157367,1514.243517082785,2754.131130063966,0.08551532932436035,-211.94376,101.973595,4.7656074,38.472424,3.6572995,14.917608,1.8857328,-12.366934,3.3604062,11.689617,-6.4546623,5.3502393,-0.96302843,-3.190244,-8.773923,-5.3048058,-1.6192635,1.4345266,3.163338,9.593952,19.105912774504798,20.152340049552286,22.22700469553568,20.585713041429987,20.234013781418643,20.250296127258814,52.54598595915287,0.026981501954592903,-0.0807910690005014,0.05073565510369649,-0.026567225709859747,-0.0316874925852808,-0.02692613503493586,blues
0.22286844,0.05635946,1430.316444794288,1535.0003803477678,2947.9194429637528,0.1026718042044243,-237.06883,97.35183,4.11472,37.648422,-1.0304166,14.845878,-9.693107,-7.026346,13.11378,2.5987296,-5.67641,4.216942,-10.4661255,-5.510683,-7.210625,5.6721935,3.2638986,8.007153,5.3554196,2.2267334,19.72556730653767,20.075104525131426,22.424877029172173,21.73469172637585,21.736263407680006,22.080674875807183,54.32367618581956,-0.07022446443960088,-0.04800985034250527,-0.10849747755256998,0.06012003000940786,0.055435829282301535,-0.0052153216602939525,blues
